time,seconds_elapsed,z,y,x
1746650740041851600,0.0228515625,0.0003267227439209819,-0.003185904584825039,0.0018055193359032273
1746650740051817700,0.032817626953125,0.002338208258152008,-0.0038032252341508865,-0.003157814033329487
1746650740061782500,0.042782470703125,-0.001544044353067875,-0.0018086368218064308,-0.00018977175932377577
1746650740071748600,0.05274853515625,-0.000979187898337841,-0.0033101271837949753,-0.0023762269411236048
1746650740081714700,0.062714599609375,0.00028472323901951313,-0.003655092790722847,-0.00041059229988604784
1746650740091679700,0.0726796875,-0.0001626878511160612,-0.003092899452894926,-0.0015674694441258907
1746650740101645800,0.082645751953125,-0.0010991848539561033,-0.0026461011730134487,0.0018506005872040987
1746650740111611600,0.092611572265625,-0.0009417920373380184,-0.0015848316252231598,-0.001855987124145031
1746650740121576700,0.10257666015625,0.0011496895458549261,-0.0005931700579822063,-0.00197446602396667
1746650740131542800,0.112542724609375,0.00009747454896569252,-0.0016429880633950233,-0.003430416341871023
1746650740141507600,0.122507568359375,-0.0019685658626258373,-0.0031548840925097466,-0.0009853825904428959
1746650740151473700,0.1324736328125,0.001565981307066977,-0.0037463721819221973,-0.0008445014245808125
1746650740161439700,0.142439697265625,-0.0015614053700119257,-0.0021808273158967495,-0.0024612932465970516
1746650740171404500,0.152404541015625,-0.0027201466728001833,0.00034597981721162796,-0.0009174586739391088
1746650740181370600,0.16237060546875,0.00029269105289131403,-0.002831190824508667,0.00022254546638578176
1746650740191336700,0.172336669921875,-0.0006338227540254593,-0.004344399087131023,-0.003232639515772462
1746650740201301500,0.182301513671875,0.0009163765935227275,-0.00011417455971240997,-0.000461447867564857
1746650740211267600,0.192267578125,-0.0014359934721142054,0.003815319389104843,-0.0027136830613017082
1746650740221233700,0.202233642578125,0.001971765886992216,-0.00014611147344112396,-0.0005069453618489206
1746650740231198700,0.21219873046875,-0.0027228547260165215,0.003271256573498249,0.0004850820987485349
1746650740241164800,0.222164794921875,0.0015946949133649468,0.0035599032416939735,0.000049186928663402796
1746650740251130600,0.232130615234375,0.00010598776862025261,0.004343139007687569,-0.0010078216437250376
1746650740261095700,0.242095703125,0.0011226856149733067,-0.0025052796117961407,0.0005638496368192136
1746650740271061800,0.252061767578125,0.000284588779322803,0.002623968757688999,0.001591030741110444
1746650740281027800,0.26202783203125,0.0007688573095947504,0.005097738467156887,-0.000004395900759845972
1746650740290992600,0.27199267578125,-0.0007496771868318319,0.005313188768923283,-0.0004262405855115503
1746650740300958700,0.281958740234375,-0.0010917463805526495,0.00021740980446338654,-0.0009226362453773618
1746650740310924800,0.2919248046875,0.0016260095871984959,0.0020603174343705177,0.0026161721907556057
1746650740320889600,0.3018896484375,0.0012761980760842562,0.0015558144077658653,-0.0008252295083366334
1746650740330855700,0.311855712890625,0.000059932470321655273,-0.0003597969189286232,-0.0014936828520148993
1746650740340821800,0.32182177734375,-0.0015438830014318228,-0.0001382669433951378,0.001286557875573635
1746650740350786600,0.33178662109375,-0.001499940874055028,0.0016822703182697296,0.001160856569185853
1746650740360752600,0.341752685546875,-0.00033346423879265785,0.003487055189907551,0.0006544819916598499
1746650740370718700,0.35171875,-0.0004770087543874979,0.0017549358308315277,0.0007942979573272169
1746650740380683800,0.361683837890625,-0.0006361000705510378,0.0008622016757726669,-0.0005303980433382094
1746650740390649900,0.37164990234375,0.000785761745646596,-0.0003202417865395546,-0.0018100468441843987
1746650740400615700,0.38161572265625,0.0002507668687030673,0.002391285263001919,-0.0016751311486586928
1746650740410580700,0.391580810546875,-0.0004941192455589771,-0.001903594471514225,0.0015398368705064058
1746650740420546800,0.401546875,-0.0018253154121339321,-0.00613902322947979,-0.00019705281010828912
1746650740430512600,0.4115126953125,-0.000668172026053071,-0.0032375091686844826,-0.0007909377454780042
1746650740440477700,0.421477783203125,0.0012374662328511477,0.002554967999458313,-0.001035161316394806
1746650740450443800,0.43144384765625,0.0008936520898714662,0.0037315525114536285,0.00016885384684428573
1746650740460409600,0.44140966796875,-0.0008549611084163189,0.0008069714531302452,0.0015773456543684006
1746650740470374700,0.451374755859375,-0.0008578905835747719,0.005266434513032436,-0.0011635797563940287
1746650740480340700,0.4613408203125,-0.00019717635586857796,0.0031032105907797813,-0.0007018314790911973
1746650740490306600,0.471306640625,-0.001074155094102025,-0.001263574231415987,0.00042095722164958715
1746650740500271900,0.48127197265625,0.001641962444409728,-0.00004925578832626343,0.0012221266515552998
1746650740510237700,0.49123779296875,0.01065223477780819,0.007031024433672428,0.0038019309286028147
1746650740520203500,0.50120361328125,0.02517014928162098,0.006948077119886875,-0.00014592381194233894
1746650740530168800,0.5111689453125,0.04997776448726654,0.01101392600685358,-0.006131910718977451
1746650740540134700,0.521134765625,0.06278395652770996,0.004713521338999271,-0.00210963049903512
1746650740550100700,0.531100830078125,0.07053535431623459,0.0023734010756015778,-0.0021346642170101404
1746650740560065800,0.541065673828125,0.06306044012308121,-0.020256951451301575,-0.010966603644192219
1746650740570031600,0.551031494140625,0.04978910833597183,-0.021417291834950447,-0.008029403164982796
1746650740579997700,0.560997802734375,0.04739673063158989,-0.016089022159576416,-0.005499307531863451
1746650740589962800,0.570962646484375,0.05851808935403824,-0.018290922045707703,-0.00698481872677803
1746650740599928600,0.580928466796875,0.06950908154249191,-0.016478270292282104,-0.006103462539613247
1746650740609894700,0.590894775390625,0.07933241873979568,-0.02403099462389946,-0.011564274318516254
1746650740619859700,0.600859619140625,0.08750232309103012,-0.031095996499061584,-0.010970842093229294
1746650740629825500,0.610825439453125,0.09730914235115051,-0.03444092720746994,-0.007868525572121143
1746650740639791600,0.62079150390625,0.10482140630483627,-0.042128078639507294,-0.011720451526343822
1746650740649756700,0.630756591796875,0.1077122688293457,-0.03478627651929855,-0.0110703743994236
1746650740659722800,0.64072265625,0.11497312784194946,0.012745880521833897,0.0013210816541686654
1746650740669688600,0.6506884765625,0.10503660887479782,0.014969619922339916,0.0059091756120324135
1746650740679653600,0.660653564453125,0.0976794883608818,0.01957034319639206,0.004670158959925175
1746650740689619700,0.67061962890625,0.08581084758043289,0.06204935908317566,0.01964671164751053
1746650740699585800,0.680585693359375,0.07806945592164993,0.029826924204826355,0.007566493470221758
1746650740709550600,0.690550537109375,0.05940789356827736,0.02511339634656906,0.007601647172123194
1746650740719516700,0.7005166015625,0.04860283434391022,0.029604844748973846,0.008037170395255089
1746650740729482800,0.710482666015625,0.03371842950582504,-0.015225210227072239,-0.006684783846139908
1746650740739447600,0.720447509765625,0.023859793320298195,0.012889877893030643,0.0028145257383584976
1746650740749413600,0.73041357421875,0.01871776208281517,0.027355901896953583,0.009045523591339588
1746650740759379700,0.740379638671875,0.012623528018593788,-0.04103284701704979,-0.011884641833603382
1746650740769344800,0.7503447265625,0.0068535227328538895,0.004541296511888504,0.0001240839483216405
1746650740779310600,0.760310546875,0.008421676233410835,0.017273057252168655,0.006276265252381563
1746650740789276700,0.770276611328125,0.0166937205940485,-0.019498806446790695,-0.006998793687671423
1746650740799241700,0.78024169921875,0.024687567725777626,0.004872355610132217,0.0007904658559709787
1746650740809207600,0.79020751953125,0.03863054886460304,0.02697233110666275,0.012356841005384922
1746650740819174000,0.800173828125,0.046492114663124084,0.018295500427484512,0.00502008618786931
1746650740829138700,0.810138671875,0.053000882267951965,0.005456666462123394,0.00047726574121043086
1746650740839104800,0.820104736328125,0.05409003049135208,0.011141471564769745,0.00460944976657629
1746650740849070800,0.83007080078125,0.05740034207701683,0.022683078423142433,0.0035487127024680376
1746650740859035600,0.84003564453125,0.06379801034927368,0.02351865917444229,0.007563324645161629
1746650740869001700,0.850001708984375,0.06809742003679276,0.0048554930835962296,0.0016724120359867811
1746650740878967800,0.8599677734375,0.07183939218521118,-0.007726728916168213,-0.002354391384869814
1746650740888932600,0.8699326171875,0.07203833013772964,-0.020752782002091408,-0.006252460181713104
1746650740898898700,0.879898681640625,0.07231178879737854,-0.027082715183496475,-0.009839647449553013
1746650740908864800,0.88986474609375,0.07542608678340912,-0.015126189216971397,-0.0035394069273024797
1746650740918829600,0.89982958984375,0.06845169514417648,-0.01945493184030056,-0.005153861828148365
1746650740928795600,0.909795654296875,0.056925274431705475,-0.022024348378181458,-0.0056388238444924355
1746650740938761700,0.91976171875,0.04570005461573601,-0.0026069609448313713,0.0032753804698586464
1746650740948726500,0.9297265625,0.028476592153310776,0.016217857599258423,0.00591643713414669
1746650740958692900,0.93969287109375,0.003997773863375187,0.013779147528111935,0.004568759817630053
1746650740968658700,0.94965869140625,-0.0008321350906044245,0.02941509708762169,0.007163211237639189
1746650740978623700,0.959623779296875,0.01159345917403698,0.013115203008055687,0.004678495228290558
1746650740988589800,0.96958984375,0.028474703431129456,0.006800848059356213,0.0012539364397525787
1746650740998555600,0.9795556640625,0.04507928714156151,0.01463678851723671,0.0051414561457931995
1746650741008520700,0.989520751953125,0.0539311021566391,0.007362630218267441,-0.0008418678189627826
1746650741018486800,0.99948681640625,0.05575266852974892,0.001417011022567749,-0.0019207826117053628
1746650741028452600,1.00945263671875,0.04922126606106758,0.019427170976996422,0.005229006055742502
1746650741038417700,1.019417724609375,0.036173369735479355,0.010042447596788406,0.0022797861602157354
1746650741048383700,1.0293837890625,0.02049587294459343,-0.014045311138033867,-0.0029434715397655964
1746650741058349600,1.039349609375,0.014227243140339851,-0.004258706700056791,-0.0031509085092693567
1746650741068315000,1.04931494140625,0.021108850836753845,-0.0012730369344353676,-0.0005151781369931996
1746650741078280700,1.05928076171875,0.027660492807626724,-0.013268979266285896,-0.006251627113670111
1746650741088246500,1.06924658203125,0.029431231319904327,0.00885150209069252,0.003963992465287447
1746650741098211800,1.0792119140625,0.029606139287352562,0.013081486336886883,0.004037322476506233
1746650741108177700,1.089177734375,0.01871247962117195,-0.002439682837575674,0.0034578186459839344
1746650741118143700,1.099143798828125,-0.005265579558908939,0.020301517099142075,0.006103066727519035
1746650741128108800,1.10910888671875,-0.02491171844303608,0.023332994431257248,0.0036146086640655994
1746650741138074600,1.11907470703125,-0.03566410765051842,0.005004153586924076,0.0034724764991551638
1746650741148040700,1.129040771484375,-0.02834600955247879,0.007227626629173756,0.00039146532071754336
1746650741158005800,1.139005859375,-0.0050156330689787865,0.005539244972169399,0.007350604981184006
1746650741167971600,1.1489716796875,0.019078783690929413,0.008481772616505623,0.003070904640480876
1746650741177937000,1.15893701171875,0.053420696407556534,0.006544077768921852,0.002363096456974745
1746650741187902700,1.16890283203125,0.0793476402759552,0.008514017798006535,0.0005934260552749038
1746650741197868500,1.17886865234375,0.0823085755109787,0.0053305961191654205,-0.0020384727977216244
1746650741207833900,1.188833740234375,0.08753503113985062,0.009020139463245869,0.0019357625860720873
1746650741217799700,1.198799560546875,0.08367136120796204,0.007950738072395325,-0.0007323187892325222
1746650741227765800,1.208765869140625,0.07217449694871902,0.004993030801415443,-0.0008566883625462651
1746650741237730800,1.218730712890625,0.05306588113307953,0.0017570657655596733,-0.000971956760622561
1746650741247696600,1.228696533203125,0.03688424825668335,0.005075098015367985,-0.0007064396049827337
1746650741257662700,1.238662841796875,0.028743723407387733,0.0054454198107123375,-0.00007327954517677426
1746650741267627800,1.248627685546875,0.022131627425551414,0.007449980825185776,0.0003482988686300814
1746650741277593600,1.258593505859375,0.01540970616042614,0.002421092242002487,-0.0011630917433649302
1746650741287559700,1.2685595703125,0.009376049041748047,-0.003959841560572386,-0.00005867879372090101
1746650741297524700,1.278524658203125,0.002193872118368745,-0.004385638982057571,-0.0018378901295363903
1746650741307490600,1.288490478515625,-0.0005680921021848917,-0.0025318125262856483,0.0006881182198412716
1746650741317456600,1.29845654296875,-0.009165944531559944,-0.002773403190076351,-0.0008895850041881204
1746650741327421700,1.308421630859375,-0.011504998430609703,-0.005754545331001282,-0.0017409976571798325
1746650741337387800,1.3183876953125,-0.008755961433053017,-0.0006070844829082489,-0.0017939149402081966
1746650741347353600,1.328353515625,-0.0035745149943977594,-0.005285725928843021,0.0016130669973790646
1746650741357318700,1.338318603515625,-0.000740276649594307,-0.00231998972594738,0.0002043014974333346
1746650741367284700,1.34828466796875,0.0007132766768336296,0.002708856947720051,0.001068497309461236
1746650741377250600,1.35825048828125,0.003291401080787182,-0.0028113224543631077,0.0018943669274449348
1746650741387215600,1.368215576171875,0.003795803990215063,-0.0030811005271971226,-0.0013190032914280891
1746650741397181700,1.378181640625,0.01045626774430275,-0.005534711293876171,-0.0017003777902573347
1746650741407147500,1.3881474609375,0.01658926159143448,-0.0033328095450997353,0.0007337513961829245
1746650741417112600,1.398112548828125,0.016637545078992844,-0.0026230975054204464,0.000313976954203099
1746650741427078700,1.40807861328125,0.015864429995417595,-0.0004954980686306953,0.001343022333458066
1746650741437044700,1.418044677734375,0.008009068667888641,0.001894114539027214,0.0013922813814133406
1746650741447009800,1.428009765625,-0.00445425882935524,-0.002103024162352085,0.0016615267377346754
1746650741456975600,1.4379755859375,-0.020265057682991028,-0.004001489374786615,0.001085564843378961
1746650741466941700,1.447941650390625,-0.02286510169506073,-0.007630845066159964,-0.0003597326285671443
1746650741476906800,1.45790673828125,-0.020313464105129242,-0.00773345772176981,-0.0026357267051935196
1746650741486872600,1.46787255859375,-0.018344590440392494,-0.01100967824459076,-0.0008596644038334489
1746650741496839000,1.4778388671875,-0.01702972501516342,-0.010481390170753002,-0.0022744289599359035
1746650741506803700,1.4878037109375,-0.008857816457748413,-0.015218887478113174,-0.002518640598282218
1746650741516769500,1.49776953125,-0.0025066486559808254,-0.0011201947927474976,0.0019990524742752314
1746650741526736000,1.50773583984375,-0.001176133519038558,-0.005302156321704388,0.0006283234688453376
1746650741536700700,1.51770068359375,0.00031384406611323357,-0.004853864666074514,-0.001653379644267261
1746650741546666500,1.52766650390625,0.0001508586574345827,0.010510710068047047,-0.0016512491274625063
1746650741556632800,1.5376328125,0.0013545048423111439,0.00021701958030462265,-0.0024944525212049484
1746650741566597600,1.54759765625,-0.0003656309563666582,0.007335116155445576,0.0024331945460289717
1746650741576563700,1.557563720703125,-0.006294933147728443,-0.0018678251653909683,0.00015022954903542995
1746650741586529800,1.56752978515625,-0.010781294666230679,-0.0007583522237837315,-0.0006377998506650329
1746650741596494600,1.57749462890625,-0.014096193946897984,-0.002816628199070692,-0.0020787797402590513
1746650741606461000,1.5874609375,-0.01759398728609085,-0.0053801871836185455,0.0002554809325374663
1746650741616426800,1.5974267578125,-0.02075294964015484,-0.006309112533926964,-0.0012359506217762828
1746650741626391600,1.6073916015625,-0.02347203716635704,-0.01296142302453518,-0.0050511956214904785
1746650741636358000,1.61735791015625,-0.024728884920477867,-0.004116577561944723,-0.0024796556681394577
1746650741646323700,1.62732373046875,-0.0228167362511158,0.0038505345582962036,0.0016349281650036573
1746650741656288500,1.63728857421875,-0.025039389729499817,-0.007998873479664326,-0.0020108690951019526
1746650741666254800,1.6472548828125,-0.024921942502260208,-0.0011124713346362114,0.001970290206372738
1746650741676220700,1.657220703125,-0.01846637763082981,0.0036853980273008347,0.0018810178153216839
1746650741686185500,1.667185546875,-0.01658645272254944,0.00769425556063652,0.0010351978708058596
1746650741696151800,1.67715185546875,-0.00954003632068634,0.0047201793640851974,0.00010295183164998889
1746650741706116600,1.68711669921875,-0.00493489857763052,-0.007460054475814104,-0.0031588878482580185
1746650741716082700,1.697082763671875,-0.00862433947622776,-0.006717790383845568,-0.0009915942791849375
1746650741726048800,1.707048828125,-0.007160932291299105,-0.011938385665416718,-0.004442518576979637
1746650741736013600,1.717013671875,-0.008200282230973244,-0.0042855460196733475,0.00005877733929082751
1746650741745980000,1.72697998046875,-0.005730200093239546,0.004700758494436741,0.0029722757171839476
1746650741755945700,1.73694580078125,-0.011029766872525215,0.017515992745757103,0.004584713838994503
1746650741765910500,1.74691064453125,-0.009065685793757439,0.008439140394330025,0.0021037128753960133
1746650741775876900,1.756876953125,-0.0033399518579244614,0.004945953376591206,0.001724861329421401
1746650741785842700,1.7668427734375,0.006263406947255135,0.0016862442716956139,-0.0014453656040132046
1746650741795807500,1.776807373046875,0.008946049027144909,-0.00951888132840395,-0.00043903704499825835
1746650741805773800,1.78677392578125,0.017542466521263123,-0.0016007707454264164,-0.00008217347203753889
1746650741815739600,1.79673974609375,0.013452302664518356,-0.018780803307890892,-0.009125325828790665
1746650741825704700,1.80670458984375,0.008307874202728271,-0.04299665987491608,-0.01219302136451006
1746650741835670800,1.8166708984375,0.0008226508507505059,-0.03470480814576149,-0.009823223575949669
1746650741845636600,1.82663671875,-0.0014903044793754816,-0.010348867624998093,-0.003907809965312481
1746650741855601700,1.8366015625,0.001301692333072424,0.007333804853260517,0.0010881071211770177
1746650741865567700,1.846567626953125,0.00589457992464304,0.031177885830402374,0.008430708199739456
1746650741875533600,1.856533447265625,0.009247458539903164,0.018536802381277084,0.0071189613081514835
1746650741885499000,1.866498779296875,0.007106543518602848,-0.0016214619390666485,-0.003484414191916585
1746650741895464700,1.876464599609375,0.0064755999483168125,-0.0021233255974948406,-0.0014538567047566175
1746650741905430800,1.8864306640625,0.008800540119409561,0.001422407105565071,0.0037387744523584843
1746650741915395800,1.896395751953125,0.0032880413345992565,0.0026689711958169937,0.000632659939583391
1746650741925361700,1.906361572265625,-0.0028702523559331894,0.019653812050819397,0.003777586854994297
1746650741935327700,1.91632763671875,-0.008876745589077473,0.005170744843780994,0.002150395419448614
1746650741945292800,1.926292724609375,-0.010852810926735401,-0.007446779869496822,-0.005881165619939566
1746650741955258600,1.936258544921875,-0.006796162575483322,-0.007241611834615469,-0.0027004729490727186
1746650741965224700,1.946224609375,-0.004890936426818371,-0.020232511684298515,-0.0022986021358519793
1746650741975189800,1.956189697265625,-0.014081772416830063,-0.04193221405148506,-0.014430100098252296
1746650741985155600,1.966155517578125,-0.0159907266497612,-0.03000285103917122,-0.00707977544516325
1746650741995121700,1.97612158203125,-0.02403084933757782,-0.014012557454407215,-0.002945852931588888
1746650742005086700,1.986086669921875,-0.027004800736904144,0.003595997579395771,0.0003966805525124073
1746650742015052800,1.996052734375,-0.021048929542303085,0.01972377300262451,0.005656087305396795
1746650742025018600,2.0060185546875,-0.01171588059514761,0.016869930550456047,0.007103515323251486
1746650742034983700,2.015983642578125,-0.015932053327560425,-0.018307600170373917,-0.008268367499113083
1746650742044949800,2.02594970703125,-0.012514153495430946,-0.04397834092378616,-0.012003983370959759
1746650742054915600,2.03591552734375,-0.008049219846725464,-0.05805032327771187,-0.018300840631127357
1746650742064880600,2.045880615234375,0.00257306476123631,-0.06413964182138443,-0.019319234415888786
1746650742074846700,2.0558466796875,0.006514358799904585,-0.05989191681146622,-0.019110465422272682
1746650742084811800,2.065811767578125,0.010194847360253334,-0.03379453718662262,-0.013819562271237373
1746650742094777600,2.075777587890625,0.014107685536146164,-0.01206010952591896,-0.0011012917384505272
1746650742104743700,2.08574365234375,0.0028041652403771877,-0.000038067810237407684,0.0011682541808113456
1746650742114708700,2.095708740234375,-0.007234948221594095,-0.010364660993218422,-0.005278366152197123
1746650742124674800,2.1056748046875,-0.020574456080794334,-0.015452897176146507,-0.011848384514451027
1746650742134640600,2.115640625,-0.02694152109324932,-0.02655528113245964,-0.011552741751074791
1746650742144605700,2.125605712890625,-0.019726218655705452,0.02211744897067547,0.004209976177662611
1746650742154571800,2.13557177734375,-0.015413906425237656,0.04686923325061798,0.013742879033088684
1746650742164537600,2.14553759765625,-0.020590558648109436,0.01779337227344513,0.005541939754039049
1746650742174502700,2.155502685546875,-0.024880047887563705,0.024707388132810593,0.00545586459338665
1746650742184468700,2.16546875,-0.028556276112794876,0.0135237080976367,0.0046744924038648605
1746650742194434600,2.1754345703125,-0.03354839235544205,-0.020005283877253532,-0.006830965634435415
